d_loss1,d_loss2,g_loss
0.0006031107623130083,0.0011285542277619243,7.068078994750977
2.278606189065613e-05,0.00023518363013863564,8.676549911499023
4.640620772988768e-06,0.00013851531548425555,9.322973251342773
9.667106496635824e-06,5.584644532063976e-05,10.180910110473633
2.865458327505621e-06,4.358483784017153e-05,10.640277862548828
0.746795654296875,0.7606691122055054,0.8759520053863525
0.5975452661514282,0.6447181105613708,0.8920958042144775
0.6406499743461609,0.6477584838867188,0.8518781661987305
0.6065491437911987,0.6330643892288208,0.9107552170753479
0.686229407787323,0.6492297649383545,0.8522161841392517
0.6910394430160522,0.6460049152374268,0.8132390379905701
0.6957768201828003,0.6747103929519653,0.8284209966659546
0.6701161861419678,0.6920990943908691,0.7954223155975342
0.6880999803543091,0.6684512495994568,0.78960782289505
0.6501226425170898,0.7132934927940369,0.7960556149482727
0.6837721467018127,0.6873553991317749,0.7799572348594666
0.7156276702880859,0.6072031259536743,0.9047560095787048
0.6500872373580933,0.6391161680221558,0.8433359861373901
0.6928086280822754,0.6936143636703491,0.8204625844955444
0.6656813621520996,0.7511321306228638,0.7347444891929626
0.673729658126831,0.6890478134155273,0.7765601873397827
0.6997331380844116,0.6639159917831421,0.817562460899353
0.6886301636695862,0.7042378187179565,0.7647441625595093
0.7004323601722717,0.6274484992027283,0.85820472240448
0.6835296750068665,0.6738584041595459,0.7821832299232483
0.6928321123123169,0.704512357711792,0.7521560788154602
0.6281571388244629,0.7395635843276978,0.7697321772575378
0.6537229418754578,0.6963114142417908,0.7732771635055542
0.6556339263916016,0.6838907599449158,0.7713968753814697
0.6591343879699707,0.6822628378868103,0.7711406946182251
0.6822595000267029,0.6712238192558289,0.8418021202087402
0.6930019855499268,0.682645320892334,0.786963939666748
0.6897578239440918,0.6620186567306519,0.8185357451438904
0.6472755670547485,0.6731597781181335,0.7713502645492554
0.6932163834571838,0.6467397212982178,0.790617823600769
0.6870378255844116,0.6760673522949219,0.756325364112854
0.6609503030776978,0.6921813488006592,0.8067115545272827
0.6590639352798462,0.6785387992858887,0.7725429534912109
0.68220055103302,0.6777873635292053,0.8212219476699829
0.6652923226356506,0.6567227840423584,0.7757290601730347
0.6683541536331177,0.6883480548858643,0.7661288976669312
0.6632686853408813,0.6817887425422668,0.7530505061149597
0.6977014541625977,0.6643590927124023,0.7792538404464722
0.6479665040969849,0.7308634519577026,0.7450740337371826
0.6689928770065308,0.6734069585800171,0.7589572072029114
0.6721320152282715,0.7099335789680481,0.744825005531311
0.702660083770752,0.675673246383667,0.7698521614074707
0.6906446218490601,0.7104083299636841,0.7654966115951538
0.6953752040863037,0.7015910744667053,0.7498673796653748
0.6923516988754272,0.6841362714767456,0.7606183290481567
0.7259954214096069,0.6690031290054321,0.7879310846328735
0.6909533739089966,0.6899457573890686,0.7370391488075256
0.6756410002708435,0.6851487755775452,0.7640798091888428
0.6742314696311951,0.6857622265815735,0.7576887011528015
0.6777740716934204,0.6678013801574707,0.75211501121521
0.6872690916061401,0.6863061189651489,0.7472590804100037
0.6893482208251953,0.6743910908699036,0.7510512471199036
0.7061487436294556,0.65252685546875,0.7905240058898926
0.6953743696212769,0.6904910206794739,0.7484607696533203
0.6890066862106323,0.6765604615211487,0.7597980499267578
0.6767511963844299,0.6823492050170898,0.7637598514556885
0.6923428773880005,0.673467755317688,0.7580918073654175
0.6824651956558228,0.6751207709312439,0.7525226473808289
0.6759216785430908,0.6998113393783569,0.7526862621307373
0.6723554730415344,0.6969770193099976,0.7483099102973938
0.6635772585868835,0.6900995969772339,0.73884117603302
0.7100117206573486,0.6855072379112244,0.7581238746643066
0.6936949491500854,0.6679165363311768,0.7438266277313232
0.6812132596969604,0.6784891486167908,0.7614445686340332
0.6620123386383057,0.6895934343338013,0.7457733154296875
0.6864125728607178,0.6847656965255737,0.7700116634368896
0.6895681619644165,0.6891657114028931,0.7538819313049316
0.6778318881988525,0.690570592880249,0.743370771408081
0.6810691356658936,0.7001874446868896,0.7529066205024719
0.691737711429596,0.6793918609619141,0.7378236055374146
0.6927433013916016,0.6792548298835754,0.763899564743042
0.6689273118972778,0.6745486855506897,0.7432234287261963
0.6964404582977295,0.6875154376029968,0.7521896362304688
0.6689258217811584,0.6654856204986572,0.7549273371696472
0.6895942091941833,0.7022213339805603,0.7600997090339661
0.6668815612792969,0.6752434968948364,0.7632349729537964
0.6701231002807617,0.6800822615623474,0.7506360411643982
0.6682679653167725,0.665550947189331,0.7593023777008057
0.6918613910675049,0.6681867241859436,0.7483445405960083
0.6875976324081421,0.6809206604957581,0.7495940923690796
0.6873081922531128,0.6958383917808533,0.7336956262588501
0.6823374032974243,0.6988648772239685,0.7546364068984985
0.6928598880767822,0.686295747756958,0.7415488362312317
0.704753041267395,0.6841294765472412,0.7503191232681274
0.6823583841323853,0.6883527040481567,0.7331537008285522
0.6964729428291321,0.6789207458496094,0.7626477479934692
0.6662581562995911,0.6859033107757568,0.748803973197937
0.6825253963470459,0.6939626932144165,0.7543715834617615
0.6773620247840881,0.6845839023590088,0.7589967250823975
0.6769328117370605,0.6878525018692017,0.7586756348609924
0.678661048412323,0.698602557182312,0.7473405003547668
0.6949788331985474,0.6671671867370605,0.7517136335372925
0.6928092241287231,0.6835916042327881,0.7462604641914368
0.6877798438072205,0.6998746395111084,0.7488987445831299
0.6905055046081543,0.6973041892051697,0.7518308758735657
